order,field,answer_gt,answer_extracted,levenshtein,moverscore,levenshtein_moverscore
41,Name and address of the place of the occurrence,"Lakeview Packaging, LLC - Warehouse A, 1200 Industrial Park Dr., Columbus, OH 43228","Lakeview Packaging, LLC - Warehouse A, 1200 Industrial Park Dr., Columbus, OH",0.9625,,0.9625
42,Date of first day of any lost time,2023-12-06,2023-12-06,1.0,,1.0
43,Employer paid for lost time on day of injury (DOI),Yes,Yes,1.0,,1.0
44,Date employer notified of injury,2023-12-06,2023-12-06,1.0,,1.0
45,Date employer notified of lost time,2023-12-06,2023-12-06,1.0,,1.0
46,Return to work date,2023-12-12,2023-12-12,1.0,,1.0
47,RTW same employer,True,True,1.0,,1.0
48,RTW with restrictions,True,True,1.0,,1.0
49,Treating physician (name),"Dr. Melissa Nguyen, MD","Dr. Melissa Nguyen, MD",1.0,,1.0
50,Certified Managed Care Organization (if any),N/A,N/A,1.0,,1.0
51,Extent of medical treatment - None,False,False,1.0,,1.0
52,Extent of medical treatment - Minor on-site by employer’s medical staff,False,False,1.0,,1.0
53,Extent of medical treatment - Minor clinic/hospital,True,True,1.0,,1.0
54,Extent of medical treatment - Emergency room,False,True,0.2222222222222222,,0.2222222222222222
55,Extent of medical treatment - Hospitalization more than 24 hours,False,False,1.0,,1.0
56,Extent of medical treatment - Future major medical anticipated,False,False,1.0,,1.0
57,EMPLOYER Legal name,"Lakeview Packaging, LLC","Lakeview Packaging, LLC",1.0,,1.0
58,EMPLOYER DBA name (if different),Lakeview Pack & Ship,Lakeview Pack & Ship,1.0,,1.0
59,Mailing address,1200 Industrial Park Dr.,1200 Industrial Park Dr.,1.0,,1.0
60,City (mailing),Columbus,Columbus,1.0,,1.0
61,State (mailing),OH,OH,1.0,,1.0
62,Zip Code (mailing),43228,43228,1.0,,1.0
63,Employer FEIN,814567890,81456789,0.9411764705882353,,0.9411764705882353
64,Unemployment ID #,OH-9876543,OH-9876543,1.0,,1.0
65,Employer’s contact name,"Sarah Thompson, HR Manager","Sarah Thompson, HR Manager",1.0,,1.0
66,Employer’s contact phone #,614-555-0162,614-555-0162,1.0,,1.0
67,Physical address (if different),1200 Industrial Park Dr.,1200 Industrial Park Dr.,1.0,,1.0
68,City (physical),Columbus,Columbus,1.0,,1.0
69,State (physical),OH,OH,1.0,,1.0
70,Zip Code (physical),43228,43228,1.0,,1.0
71,Witness (name),Carlos Mendez,Carlos Mendez,1.0,,1.0
72,Witness (phone),614-555-0147,614-555-0147,1.0,,1.0
73,NAICS code,493110,493110,1.0,,1.0
74,Date form completed,2023-12-15,2023-12-15,1.0,,1.0
75,INSURER name,Globe Mutual Insurance Co.,Globe Mutual Insurance Co.,1.0,,1.0
76,Insured legal name,John Doe,John Doe,1.0,,1.0
77,Policy # (including effective dates) or self-insured certificate #,POL123456789,POL123456789,1.0,,1.0
78,Insurer FEIN,956012345,95601234,0.9411764705882353,,0.9411764705882353
79,Date insurer received notice,2023-12-07,2023-12-07,1.0,,1.0
80,CLAIMS ADMIN COMPANY (CA) name,Globe Mutual Insurance Co.,Globe Mutual Insurance Co.,1.0,,1.0
81,CA type (check one),Insurer,Insurer,1.0,,1.0
82,CA address,"500 Lakeside Ave E, Suite 900","500 Lakeside Ave E, Suite 900",1.0,,1.0
83,City (CA),Cleveland,Cleveland,1.0,,1.0
84,State (CA),OH,OH,1.0,,1.0
85,Zip Code (CA),44114,44114,1.0,,1.0
86,CA FEIN,956012345,95601234,0.9411764705882353,,0.9411764705882353
87,CA claim #,GMIC-OH-2023-118472,GMIC-OH-2023-118472,1.0,,1.0
