order,field,answer_gt,answer_extracted,levenshtein,moverscore,levenshtein_moverscore
28,Wage at Time of Injury $,26.5,26.5,1.0,,1.0
29,"Specify per hr., wk., mo., yr., etc.",hr,hr,1.0,,1.0
30,Per:,0.0,0.0,1.0,,1.0
31,"Meals (In Addition to Wages, Employee Received)",False,False,1.0,,1.0
32,"Room (In Addition to Wages, Employee Received)",False,False,1.0,,1.0
33,"Tips (In Addition to Wages, Employee Received)",False,False,1.0,,1.0
34,No. of Meals/wk.,0.0,0.0,1.0,,1.0
35,No. of Days/wk,0.0,0.0,1.0,,1.0
36,Avg. Weekly Amt. $,0.0,0.0,1.0,,1.0
37,Is Worker Paid for Overtime?,True,True,1.0,,1.0
38,"If Yes, After How Many Hours of Work Per Week?",40.0,40.0,1.0,,1.0
39,No. of Weeks:,50.0,50.0,1.0,,1.0
40,Gross Amount Excluding Tips: $,53000.0,53000.0,1.0,,1.0
41,"If Piece-Work, No. of Hrs. Excluding Overtime:",0.0,0.0,1.0,,1.0
42,Start Time,8:30 a.m.,08:30:00,0.47058823529411764,,0.47058823529411764
43,Hours Per Day,8.0,8.0,1.0,,1.0
44,Hours Per Week,40.0,40.0,1.0,,1.0
45,Days Per Week,5.0,5.0,1.0,,1.0
46,Employer's Usual Full-Time Schedule for This Type of Work at Time of Employee's Injury,8,"8 hours/day, 40 hours/week, 5 days/week",0.050000000000000044,,0.050000000000000044
47,Are there Other Part-Time Workers Doing the Same Work With the Same Schedule?,False,False,1.0,,1.0
48,"If Yes, how many?",0.0,0.0,1.0,,1.0
49,Number of Full-Time Employees Doing The Same Type Of Work:,5.0,5.0,1.0,,1.0
50,Injury Date,2024-08-14,2024-08-14,1.0,,1.0
51,Time of Injury,10:35 a.m.,10:35:00,0.5555555555555556,,0.5555555555555556
52,Last Day Worked,2024-08-14,2024-08-14,1.0,,1.0
53,Date Employer Notified,2024-08-14,2024-08-14,1.0,,1.0
54,Date Returned to Work,2024-08-19,2024-08-19,1.0,,1.0
55,Estimated Date of Return,,,1.0,,1.0
56,Did Injury Cause Death?,False,False,1.0,,1.0
57,Date of Death,,,1.0,,1.0
58,Was This a Lost Time or Other Compensable Injury?,True,True,1.0,,1.0
59,Did Injury Occur Because of: ,,,1.0,,1.0
60,Was Employee Treated in an Emergency Room?,False,False,1.0,,1.0
61,Was Employee Hospitalized Overnight as an In-Patient?,False,False,1.0,,1.0
62,Name and Address of Treating Practitioner and Hospital,"Dr. Laura Chen, Aurora Urgent Care, 215 N Water St, Milwaukee, WI 53202. Phone: (414) 555-0142.","Dr. Laura Chen, Aurora Urgent Care, 215 N Water St, Milwaukee, WI 53202. Phone: (414) 555-0142.",1.0,,1.0
63,Case Number from the OSHA Log,2024-017,2024-017,1.0,,1.0
64,"Injury Description - Describe Activities of Employee When Injury or Illness Occurred and What Tools, Machinery, Objects, Chemicals, Etc. Were Involved.","Employee was lifting and moving boxes of printed brochures (approximately 35 lbs each) from a waist-high storage rack to a rolling cart for an offsite client meeting. A box, metal storage rack, and a two-shelf cart were involved. While repositioning a box onto the cart, employee twisted at the waist to avoid a coworker passing behind.","Employee was lifting and moving boxes of printed brochures (approximately 35 lbs each) from a waist-high storage rack to a rolling cart for an offsite client meeting. A box, metal storage rack, and a two-shelf cart were involved.",,0.6406737907147839,0.6406737907147839
65,What Happened to Cause This Injury or Illness? (Describe How The Injury Occurred),"While turning to set a 35-lb box onto a cart, employee rotated her torso without moving her feet, resulting in an acute twisting motion and immediate sharp pain in the lower back. No slip or fall occurred; injury was due to overexertion and awkward posture while lifting.","While turning to set a 35-lb box onto a cart, employee rotated her torso without moving her feet, resulting in an acute twisting motion and immediate sharp pain in the lower back. No slip or fall occurred; injury was due to overexertion and awkward posture while lifting. While repositioning a box onto the cart, employee twisted at the waist to avoid a coworker passing behind.",,0.6851222859128226,0.6851222859128226
66,What Was The Injury or Illness? (State the Part of Body Affected and How It Was Affected),"Lumbar strain to the lower back musculature with localized pain, muscle spasm, and limited range of motion. No radiating numbness reported. Treated conservatively with rest, NSAIDs, and light-duty recommendation.","Lumbar strain to the lower back musculature with localized pain, muscle spasm, and limited range of motion. No radiating numbness reported. Treated conservatively with rest, NSAIDs, and light-duty recommendation.",,0.9971539312761506,0.9971539312761506
67,Report Prepared By,Michael Torres,Michael Torres,1.0,,1.0
68,Work Phone Number,(414) 555-0108,(414) 555-0198,0.9285714285714286,,0.9285714285714286
69,Position,HR Manager,HR Manager,1.0,,1.0
