order,field,answer_gt,answer_extracted,levenshtein,moverscore,levenshtein_moverscore
74,Date form completed,2023-11-22,2023-11-22,1.0,,1.0
75,INSURER name,Secure Insurance Company,Secure Insurance Company,1.0,,1.0
76,Insured legal name,John Smith,John Smith,1.0,,1.0
77,Policy # (including effective dates) or self-insured certificate #,SIC123456789,SIC123456789,1.0,,1.0
78,Insurer FEIN,941234560,94123456,0.9411764705882353,,0.9411764705882353
79,Date insurer received notice,2023-11-16,2023-11-16,1.0,,1.0
80,CLAIMS ADMIN COMPANY (CA) name,Secure Insurance Claims Services,Secure Insurance Claims Services,1.0,,1.0
81,CA type (check one),Insurer,TPA,0.0,,0.0
82,CA address,"200 Harbor Point Blvd, Suite 400","200 Harbor Point Blvd, Suite 400",1.0,,1.0
83,City (CA),Cleveland,Cleveland,1.0,,1.0
84,State (CA),OH,OH,1.0,,1.0
85,Zip Code (CA),44114,44114,1.0,,1.0
86,CA FEIN,941234560,941234560,1.0,,1.0
87,CA claim #,SIC-OH-2023-011456,SIC-OH-2023-011456,1.0,,1.0
