order,field,answer_gt,answer_extracted,levenshtein,moverscore,levenshtein_moverscore
55,Employee Number of Dependents,1.0,2.0,0.6666666666666667,,0.6666666666666667
56,Employee Number of Exemptions,2.0,1.0,0.6666666666666667,,0.6666666666666667
57,Exemptions Type,Withholding,Withholding,1.0,,1.0
58,Date of Injury,2023-09-12,2023-09-12,1.0,,1.0
59,Date Employer Had Knowledge of the Injury,2023-09-12,2023-09-12,1.0,,1.0
60,Date Claim Administrator Had Knowledge of the Injury,2023-09-13,2023-09-13,1.0,,1.0
61,Initial Date Last Day Worked,2023-09-12,2023-09-15,0.9,,0.9
62,Initial Return to Work Date (if applicable),2023-09-15,2023-09-15,1.0,,1.0
63,Employee Date of Death (if applicable),,,1.0,,1.0
64,Time of Injury,10:35:00,10:35:00,1.0,,1.0
65,Time Employee Began Work,08:00:00,08:00:00,1.0,,1.0
66,Pre-Existing Disability Code,No,No,1.0,,1.0
67,Accident Premises Code,Employer (E),E,0.15384615384615385,,0.15384615384615385
68,Accident Site Organization Name,Rainier Logistics LLC - Seattle Warehouse,Rainier Logistics LLC – Seattle Warehouse,0.975609756097561,,0.975609756097561
69,"Accident Site Street, City, State, & Postal Code","4100 4th Ave S, Seattle, WA 98134","4100 4th Ave S, Seattle, WA 98134",1.0,,1.0
70,Accident Location Narrative (if no street address),Not applicable—incident occurred on the main warehouse floor near Dock 3,Not applicable,0.32558139534883723,,0.32558139534883723
71,Accident Site County/Parish,King County,King County,1.0,,1.0
72,Type of Injury / Illness Code,072,072,1.0,,1.0
73,Describe the nature of the injury,Acute lumbar strain with muscle spasm; reported sharp pain in lower back after lifting and twisting,Acute lumbar strain with muscle spasm; reported sharp pain in lower back after lifting and twisting.,,0.9794771190839107,0.9794771190839107
74,Part of Body Affected Code,090,090,,1.0,1.0
75,Part(s) of body directly affected by the injury or illness,Lower back (lumbar region),Lower back (lumbar region),,1.0,1.0
76,Describe the events that caused the injury,"While lifting a 45-pound carton from a pallet, the employee pivoted to place it on a cart and felt a sudden pull in the lower back, losing balance briefly.","While lifting a 45 lb carton manually from a pallet, the employee pivoted to place the box on a staging cart and felt a sharp pain in the lower back, briefly losing balance.",,0.7310062718637003,0.7310062718637003
77,Name the object or substance that directly injured the employee,Manual pallet jack and cardboard carton,Manual pallet jack and cardboard carton,,1.0,1.0
78,Specify activity the employee was engaged in when the event occurred,Lifting and staging inventory as part of normal warehouse duties.,Lifting and staging inventory as part of normal warehouse duties.,,0.9885921638179703,0.9885921638179703
79,Witness Name,Maria Lopez,Maria Lopez,1.0,,1.0
80,Witness Business Phone Number,(206) 555-0179,(206) 555-0749,0.9285714285714286,,0.9285714285714286
81,Initial Treatment Code,clinic/hospital visit (2),2,0.07692307692307687,,0.07692307692307687
82,Initial Medical Provider Name,CityMed Urgent Care - South Seattle,City Med Urgent Care – South Seattle,0.9577464788732395,,0.9577464788732395
83,"Initial Medical Provider Physical Address, City, State, & Postal Code","3820 Rainier Ave S, Seattle, WA 98118","3820 Rainier Ave S, Seattle, WA 98118",1.0,,1.0
84,Managed Care Organization Name or ID Number,Northwest Health MCO - ID NW12345,Northwest Health MCO,0.7547169811320755,,0.7547169811320755
85,ICD Primary Diagnostic Code (if known),S39.012A,S39.012A,1.0,,1.0
86,Preparer’s Name & Title,"Paul Nguyen, HR Generalist","Dana McGuire, HR Generalist",0.7169811320754718,,0.7169811320754718
87,Preparer's Company Name,Rainier Logistics LLC,Rainier Logistics LLC,1.0,,1.0
88,Preparer Phone Number,(206) 555-0132,(206) 555-0132,1.0,,1.0
89,Preparer Date,2023-09-15,2023-09-15,1.0,,1.0
