order,field,answer_gt,answer_extracted,levenshtein,moverscore,levenshtein_moverscore
37,"Tell us how the injury/illness occurred, what the employee was doing before the incident (give details), and what the injury/illness was.","While lifting a 35-lb corrugated box from a pallet onto a conveyor in the Shipping & Receiving area, the employee felt a sharp pain in her right wrist as the box shifted. She immediately set the box down and reported the incident to her supervisor. She was evaluated at an occupational health clinic the same day. The incident resulted in a right wrist sprain.","While lifting a box off a conveyor belt in the Shipping & Receiving area, the employee felt a sharp pain in her right wrist. She immediately iced the area and reported it to her supervisor. She was evaluated at an occupational health clinic the same day. The incident resulted in a right wrist sprain.",,0.6772775383777305,0.6772775383777305
38,What was the injury or illness (include the part(s) of body)?,Acute right wrist sprain with swelling and tenderness.,Right wrist sprain; swelling and tenderness.,,0.6647064833706046,0.6647064833706046
39,"What tools, equipment, machines, objects, or substances were involved?","Manual pallet jack, stretch-wrap dispenser, conveyor workstation.","Manual jack, conveyor belt, cardboard box.",,0.3120913815583881,0.3120913815583881
40,Did injury occur on employer’s premises?,True,True,1.0,,1.0
41,Name and address of the place of the occurrence,"Buckeye Logistics LLC, Warehouse A, 1500 Distribution Dr, Columbus, OH 43228","Buckeye Logistics LLC, Warehouse A, 1500 Distribution Dr, Columbus, OH 43228",1.0,,1.0
42,Date of first day of any lost time,2024-08-14,2024-08-17,0.9,,0.9
43,Employer paid for lost time on day of injury (DOI),Yes,No lost time on DOI,0.09090909090909094,,0.09090909090909094
44,Date employer notified of injury,2024-08-14,2024-08-14,1.0,,1.0
45,Date employer notified of lost time,2024-08-14,2024-08-19,0.9,,0.9
46,Return to work date,2024-08-19,2024-08-19,1.0,,1.0
47,RTW same employer,True,True,1.0,,1.0
48,RTW with restrictions,True,False,0.2222222222222222,,0.2222222222222222
49,Treating physician (name),"Dr. Laura Chen, Riverside Occupational Health Clinic","Dr. Laura Chun, Riverside Occupational Health",0.9072164948453608,,0.9072164948453608
50,Certified Managed Care Organization (if any),N/A,N/A,1.0,,1.0
51,Extent of medical treatment - None,False,False,1.0,,1.0
52,Extent of medical treatment - Minor on-site by employer’s medical staff,False,False,1.0,,1.0
53,Extent of medical treatment - Minor clinic/hospital,True,True,1.0,,1.0
54,Extent of medical treatment - Emergency room,False,False,1.0,,1.0
55,Extent of medical treatment - Hospitalization more than 24 hours,False,False,1.0,,1.0
56,Extent of medical treatment - Future major medical anticipated,False,False,1.0,,1.0
57,EMPLOYER Legal name,Buckeye Logistics LLC,Buckeye Logistics LLC,1.0,,1.0
58,EMPLOYER DBA name (if different),Buckeye Logistics,Buckeye Logistics,1.0,,1.0
59,Mailing address,1500 Distribution Dr,1500 Distribution Dr,1.0,,1.0
60,City (mailing),Columbus,Columbus,1.0,,1.0
61,State (mailing),OH,OH,1.0,,1.0
62,Zip Code (mailing),43228,43228,1.0,,1.0
63,Employer FEIN,310987654,310987265,0.8888888888888888,,0.8888888888888888
64,Unemployment ID #,OH-1234567,OH-4234567,0.9,,0.9
65,Employer’s contact name,Mark Stevens,Mark Stevens,1.0,,1.0
66,Employer’s contact phone #,(614) 555-0127,(614) 555-0128,0.9285714285714286,,0.9285714285714286
67,Physical address (if different),1500 Distribution Dr,1500 Distribution Dr,1.0,,1.0
68,City (physical),Columbus,Columbus,1.0,,1.0
69,State (physical),OH,OH,1.0,,1.0
70,Zip Code (physical),43228,43228,1.0,,1.0
71,Witness (name),Carlos Ramirez,Carlos Ramirez,1.0,,1.0
72,Witness (phone),(614) 555-0172,(614) 555-0134,0.8571428571428572,,0.8571428571428572
73,NAICS code,493110,493410,0.8333333333333334,,0.8333333333333334
74,Date form completed,2024-08-16,2024-08-16,1.0,,1.0
75,INSURER name,Guardian Mutual Insurance Company,Guardian Mutual Insurance Company,1.0,,1.0
76,Insured legal name,Emily Johnson,Emily Johnson,1.0,,1.0
77,Policy # (including effective dates) or self-insured certificate #,POL987654321,PDL987654321,0.9166666666666666,,0.9166666666666666
78,Insurer FEIN,523456789,523456789,1.0,,1.0
79,Date insurer received notice,2024-08-16,2024-08-16,1.0,,1.0
80,CLAIMS ADMIN COMPANY (CA) name,"Midwest Claims Administrators, Inc.","Midwest Claims Administrators, Inc.",1.0,,1.0
81,CA type (check one),TPA,TPA,1.0,,1.0
82,CA address,"500 Market St, Suite 900","500 Market St, Suite 900",1.0,,1.0
83,City (CA),Columbus,Columbus,1.0,,1.0
84,State (CA),OH,OH,1.0,,1.0
85,Zip Code (CA),43215,43215,1.0,,1.0
86,CA FEIN,361122334,361123333,0.7777777777777778,,0.7777777777777778
87,CA claim #,MCA-2024-10452,MCA-2024-10552,0.9285714285714286,,0.9285714285714286
