order,field,answer_gt,answer_extracted,levenshtein,moverscore,levenshtein_moverscore
62,Witness Business Phone Number,206-555-0166,206-555-0166,1.0,,1.0
63,Employer Name,Emily Johnson Design Studio,Emily Johnson Design Studio,1.0,,1.0
64,Employer FEIN,84-7654322,84-7654322,1.0,,1.0
65,UI Number,WA-UI-5567321,WA-UI-5567321,1.0,,1.0
66,Manual Classification Code,8017,8017,1.0,,1.0
67,Industry Code,541430,541430,1.0,,1.0
68,Employer Mailing Address,"2457 1st Ave S, Suite 300","2457 1st Ave S, Suite 300",1.0,,1.0
69,Employer City,Seattle,Seattle,1.0,,1.0
70,Employer State,WA,WA,1.0,,1.0
71,Employer Postal Code,98134,98134,1.0,,1.0
72,Employer Country,USA,USA,1.0,,1.0
73,Employer Physical Address,"2457 1st Ave S, Suite 300, Seattle, WA 98134","2457 1st Ave S, Suite 300, Seattle, WA",0.926829268292683,,0.926829268292683
74,Employer Contact Name,Emily Johnson,Emily Johnson,1.0,,1.0
75,Employer Contact Business Phone Number,206-555-0198,206-555-0198,1.0,,1.0
76,Insured Name,Sarah L. Martinez,Sarah L. Martinez,1.0,,1.0
77,Insured FEIN,84-7654321,84-7654381,0.9,,0.9
78,Insured Location ID,SEA-01,SEA-01,1.0,,1.0
79,Policy Number ID,POL987654321,POL987654321,1.0,,1.0
80,Policy Effective Date,2023-01-12,2023-01-12,1.0,,1.0
81,Policy Expiration Date,2025-01-12,2025-01-12,1.0,,1.0
82,Insured Type,Insured,Insured,1.0,,1.0
