order,field,answer_gt,answer_extracted,levenshtein,moverscore,levenshtein_moverscore
46,Accident/Injury Description,"While carrying two 80-lb boxes of ceramic tile down a narrow basement stairwell at a customer’s residence, I misstepped near the bottom. To avoid falling I twisted to my left while holding the load and felt a sharp pull in my lower back with immediate pain radiating to the left shoulder. Pain and stiffness increased that evening, and I sought evaluation at an urgent care clinic the next morning.","While carrying two 80-lb boxes of ceramic tile down a narrow basement stairwell at a customer’s residence, I misstepped near the bottom. To avoid falling I twisted to my left while holding the load and felt a sharp pull in my lower back with immediate pain radiating to the left shoulder. Pain and stiffness increased that evening and I sought evaluation at an urgent care clinic the next morning.",,0.9965609914292138,0.9965609914292138
47,Initial Date Last Day Worked,2023-11-15,2023-11-15,1.0,,1.0
48,Initial Date Disability Began,2023-11-16,2023-11-16,1.0,,1.0
49,Initial Return to Work Date,2023-11-20,2023-11-20,1.0,,1.0
50,Return To Work Type,Actual,Actual,1.0,,1.0
51,Physical Restrictions,True,True,1.0,,1.0
52,Return To Work Same Employer,True,True,1.0,,1.0
53,Accident Location - Organization Name,Doe Handyman Services LLC - Job Site,Doe Handyman Services LLC - Job Site,1.0,,1.0
54,Accident Location - Street,1180 Central Ave,1180 Central Ave,1.0,,1.0
55,Accident Location - City,Albany,Albany,1.0,,1.0
56,Accident Location - State,NY,NY,1.0,,1.0
57,Accident Location - Postal Code,12205,12205,1.0,,1.0
58,Accident Location - Country,USA,USA,1.0,,1.0
59,Location Narrative,Residential renovation site (single-family home).,Residential renovation site (single-family home).,1.0,,1.0
60,Premises,Other,Other,1.0,,1.0
61,Witness Names,Miguel Santos,Miguel Santos,1.0,,1.0
62,Witness Business Phone Number,(518) 555-0177,(518) 555-0177,1.0,,1.0
63,Employer Name,Doe Handyman Services LLC,Doe Handyman Services LLC,1.0,,1.0
64,Employer FEIN,84-7654321,84-7654321,1.0,,1.0
65,UI Number,NY-1234567,NY-1234567,1.0,,1.0
66,Manual Classification Code,5645,5645,1.0,,1.0
67,Industry Code,236118,236118,1.0,,1.0
68,Employer Mailing Address,"200 River Street, Suite 3","200 River Street, Suite 3",1.0,,1.0
69,Employer City,Troy,Troy,1.0,,1.0
70,Employer State,NY,NY,1.0,,1.0
71,Employer Postal Code,12180,12180,1.0,,1.0
72,Employer Country,USA,USA,1.0,,1.0
73,Employer Physical Address,"415 Warehouse Row, Albany, NY 12206","415 Warehouse Row, Albany, NY 12206",1.0,,1.0
74,Employer Contact Name,Lisa Chen,Lisa Chen,1.0,,1.0
75,Employer Contact Business Phone Number,(518) 555-0199,(518) 555-0199,1.0,,1.0
76,Insured Name,John Doe,John Doe,1.0,,1.0
77,Insured FEIN,,,1.0,,1.0
78,Insured Location ID,ALB-NY-01,ALB-NY-01,1.0,,1.0
79,Policy Number ID,POL123456789,POL123456789,1.0,,1.0
80,Policy Effective Date,2022-03-20,2022-03-20,1.0,,1.0
81,Policy Expiration Date,2024-03-20,2024-03-20,1.0,,1.0
82,Insured Type,Insured,Insured,1.0,,1.0
